beer_id,username,date,text,look,smell,taste,feel,overall,score
311190,RobinLee,2018-02-07,  ,4.5,4.0,4.25,4.5,4.25,4.23
311190,TheTinDoor,2018-01-24,  ,4.5,4.0,4.25,4.75,4.5,4.31
311190,_Adam_,2018-01-19,  ,4.0,4.0,4.25,3.75,4.0,4.08
311190,DanGeo,2018-01-12,  ,4.0,4.0,3.75,3.5,3.75,3.8
311190,sisterofba,2018-01-04,  ,4.0,3.75,3.5,3.75,3.75,3.67
311190,petewheeler,2018-01-01,  ,3.75,3.75,3.75,3.75,3.75,3.75
311190,wattie83,2017-12-27,  ,4.0,3.75,4.25,4.0,4.0,4.04
311190,metter98,2017-12-09,"   A: The beer is jet black in color. It poured with a finger high dense tan head that has the consistency of chocolate mousse. The head died down, but consistently left a short head covering the surface. S: Light aromas of dark malts and a bit of roast are present in the nose. T: The taste has flavors of dark and chocolate malts with a light amount of roast and hints of coffee beans. There is a light amount of bitterness. No alcohol is perceptible. The roasted flavors become stronger in the finish and linger through the aftertaste. M: It feels medium-bodied and silky smooth on the palate with a moderate amount of carbonation. O: This beer drinks like a Guinness because it hides its alcohol very well. I found the smooth mouthfeel to be the most enjoyable part of this beer. Serving type: nitro-can  ",4.5,3.75,3.75,4.5,4.0,3.92
311190,DrBier,2017-12-09,  ,3.5,3.75,3.75,3.5,3.75,3.71
311190,Schmaltz33,2017-11-29,  ,4.25,4.25,3.5,3.25,3.75,3.75
311190,Dragginballs76,2017-11-29,   Appearance - Pours jet black with huge creamy tan head as expected. Aroma - Not many aromas coming out some smoke and oak and a little chocolate. Taste - Dark bitter chocolate oak and some pretty heavy smoke no noticeable alcohol. Feel - Thick creamy and full bodied. pretty dry finish Overall - Not a huge fan of the bitter flavor.  ,4.25,3.5,3.5,3.75,3.5,3.57
311190,tobelerone,2017-11-25,  ,4.0,3.5,3.75,4.0,3.75,3.73
311190,Bad_Attitude_Brews,2017-11-21,  ,3.0,1.5,2.25,2.75,2.5,2.22
252747,SenseiCaco,2018-04-12,  ,,,,,,3.7
252747,SirDirtJoe,2016-10-14,  ,,,,,,3.85
324898,BdM,2018-08-22,  ,3.25,3.25,3.25,3.25,3.25,3.25
324898,jroof1,2018-03-30,  ,4.0,3.75,3.75,4.0,3.75,3.79
324898,Hayley_86,2018-01-30,  ,3.75,3.75,3.75,3.75,3.75,3.75
311190,LeftHanded666,2017-11-16,  ,4.75,4.0,4.0,4.5,4.0,4.1
311190,dbrauneis,2017-11-11,  ,4.25,4.0,4.0,4.0,4.25,4.07
311190,dvmin98,2017-11-10,  ,4.25,4.0,4.0,4.0,4.0,4.02
292184,Adamostella,2017-07-24,  ,,,,,,4.0
292184,DamienI,2017-07-18,  ,,,,,,3.75
367057,REVZEB,2018-08-27,"   Had on tap. Best dipa I have had in Ireland so far. Lovely pour with plenty of white foam, really allowing the bitter aromas from the hops comes out to play. The taste is a lovely dry citrus and hoppy dipa. The body could use a little more fullness, perhaps so more hop resin would help, but otherwise a lovely ale  ",,,,,,3.87
102738,mrleebob,2013-11-21,  ,,,,,,3.25
102738,wl0307,2013-10-21,  ,,,,,,3.75
203086,kjkinsey,2017-01-21,  ,3.5,3.5,3.0,3.5,3.25,3.25
203086,Dface,2016-09-23,  ,2.75,2.75,2.75,2.75,2.75,2.75
203086,zbooks,2016-08-15,  ,3.0,3.0,3.0,3.0,3.0,3.0
203086,NeverSettle,2016-08-13,  ,3.0,3.0,2.75,2.75,2.75,2.83
104824,KFBR392,2014-05-06,"   Batch #209 Appearance: On an aggressive pour, only a light ring of head formed on the edges of the glass. Pours deep dark brown and sits jet black in the glass. Light active carbonation. This beer looks like a huge, menacing barrel aged brew. Smell: The front of the nose is filled with potent bourbon and that familiar lactose sweetness found in many PW stouts. The barrel character carries throughout bringing oak, light smoke, and cherries on the body. The vanilla meshes so well with the bright alcohol sting. Lingering milk chocolate rounds out on the back end. Taste: Lactose sweetness filled with milk chocolate and vanilla hits the palate first. Barrel character warms up on the front of the body and continues to build slowly through, lingering long after drinking. Mossy oak meshes well in the body with the sweetness and chewy malt in this brew brings. Expected more barrel character after the aroma but more of the chocolate, vanilla, and lactose come through. Mouthfeel: The mouthfeel is an excellent middle ground, providing rich heavy malts but being light enough to allow the decadent flavors to shine through. Carbonation is very light which really gives this brew the feeling of a dessert beer. Overall: Extremely impressed with this. I love that the bourbon characteristics in this brew are so familiar to actually drinking Buffalo Trace. A definite alcohol sting with perfect accents of cherries and oak are all too familiar. I love a big barrel character which this brew brings yet the vanilla and chocolate tones come through very clearly as well. Awesome.  ",4.5,4.75,4.25,4.5,4.5,4.46
104824,Tanger112,2014-05-05,  ,,,,,,4.5
104824,sbxx,2014-05-05,"   Batch #209 12oz bottle poured into snifter Appearance - Pitch black, very little head, settles into a ring around the glass. Minimal lacing. Smell - Straight up bourbon & cocoa. Mostly bourbon. Taste - Meh. The barrel overwhelms the base beer. This tastes like Jones Dog with a shot of bourbon added to it. Mouthfeel - Medium body, medium carbonation, dry sticky finish. Overall - Glad the bottle was free! Just another mediocre, overpriced beer from these guys.  ",3.0,2.5,2.5,3.0,2.5,2.58
104824,Carloco,2014-05-05,  ,,,,,,5.0
104824,SaxmanRick,2014-05-04,  ,4.25,4.5,4.75,4.5,4.5,4.59
104824,ethanmc12,2014-05-04,  ,,,,,,4.5
104824,sahd-1,2014-05-04,  ,,,,,,4.5
104824,Ristaccia,2014-05-04,  ,,,,,,4.5
104824,BDeibs,2014-05-04,  ,,,,,,4.25
104824,prtwin2a,2014-05-03,  ,,,,,,4.75
104824,PopnLoads,2014-05-02,  ,,,,,,4.0
92616,pm5k00,2018-06-07,"   Drank on 6/6/18, but sticker from Total Wine (Temecula) says 11/20/17 ( So this IIPA is past its prime drinking age). Poured from a 22oz Bomber, pours light orange/dark yellow with minimal head. Descent carbonation. Aroma is faint, smells like a mix of Columbus and Nelson Sauvin. Aroma is probably faded due to age of beer. Taste is fine, mild sweetness with a low bitterness level for an IIPA ( I would guess 50 IBUs at this point) Pretty smooth overall, nothing spectacular, however due to its age it taste more like a blonde Barleywine, I would bet good money this IIPA taste vastly different fresh. Please keep in mind that this review is for a 7+ month old IIPA.  ",4.0,3.0,3.5,5.0,4.0,3.66
92616,DrinkThemAll,2016-08-31,   2016 On tap at the brewery. Nothing special here. Very watery and lacking any real flavors.,3.75,3.25,3.25,3.25,3.25,3.28
92616,TheRougeBastard,2016-07-09,"   22oz bomber picked up down Old Fort Rd from the brewery (Mrs. Bastard and her Sis weren't keen on joining me for an afternoon of debauchery). So here I sit at the ranch enjoying a few beverages. Faultline is true to the So. Cal D/IIPA script, nicely hopped with an above-average .abv! This would have a place in the D/IIPA rotation...to bad it's probably not distributed to NC!  ",4.0,4.0,4.0,4.0,3.75,3.95
92616,GRG1313,2015-10-31,  ,4.25,3.75,3.75,3.75,3.75,3.78
92616,DrJones,2015-09-01,  ,4.0,4.0,4.0,4.0,4.0,4.0
92616,johlac66,2015-07-17,  ,3.75,3.5,3.5,3.5,3.5,3.52
92616,AMCimpi,2015-03-07,  ,4.0,4.0,3.75,4.25,4.0,3.93
92616,Rick_Ereth,2015-02-01,   If you are a fan of IPAs then do NOT take my advice! Not my cup of tea - or should I say glass of beer!,2.5,2.0,1.0,1.0,1.5,1.43
92616,Dbenitez,2015-01-27,"   Good iPa, great taste and feel, good for starters",3.0,4.75,4.75,4.75,4.75,4.65
92616,Drink_LocalSD,2014-12-10,  ,,,,,,3.75
92616,Birmz,2014-11-18,  ,,,,,,2.76
92616,letsgodrinking,2014-09-19,  ,,,,,,3.96
92616,James_Cody,2014-08-20,  ,,,,,,4.6
92616,WDJersey,2013-11-10,  ,,,,,,3.75
92616,Nugganooch,2013-09-13,"   On tap at Aftershock – Temecula, CA Notes from 08/18/13 - 4oz taster A: Pure caramel color body with ample clarity and a thin topping of off white suds. Moderately low retention efforts that slip away to just a thin film hugging the edge of the glass. Some light dots and streak of stick remain after each sip. S: Smells real floral with a twist of tangerine and pine. There is a base of caramel malt sweetness emerging to round out the nose. Pleasant hoppy aromas with a nice botanic quality. T: Tastes of floral hops mixed with citrus zest and pine resin. A touch sweeter with some caramel malt presence and bit of toasted pale malts. There is a light tropical flare coming in. Moderate to higher level of bitterness to the beer and a bit of alcohol coming through in flavor. M: Moderate sized body with a nice smooth texture. Carb is a touch on the lower side but does not detract from the overall quality. Nice drying crisp on the finish. Touch of residual linger. D: A fair DIPA with some nice hoppy flavors made up of mostly floral and citrus. A touch on the sweeter side but with honest balance. Slightly unremarkable but nothing really flawed.  ",3.75,3.75,3.5,3.75,3.75,3.65
92616,DoubleJ,2013-06-13,"   On-tap at the source itself and served in an 8 ounce snifter. On to the beer: It's amber orange colored and given a tiny head on the pour, leaving a few whisps of lace. This Double IPA goes down the route of a juicy IPA rather than a grapefruit or pine bomb, giving off nice tropical flavors which aren't too intense. Its alcohol is hidden as well, a bonus. However, like the other two Aftershock beers which I samples, has little carbonation. Good as it stands, but with more bubbles has potential to get to the next level.  ",3.5,4.0,4.0,3.25,3.75,3.85
92616,Devinph,2013-06-10,"   I don't know if I just got a bad batch or what... The flavor was there, however there was no carbonation in the bottle. I know if this was carbonated it would be a great beer. I have a couple other bottles from them. Hopefully the stout will be better.  ",4.0,4.0,4.0,2.0,4.0,3.8
97487,Smarty_Pints,2013-11-10,  ,,,,,,3.25
97487,SocalKicks,2013-11-10,  ,,,,,,3.0
97487,Piddmeista,2013-11-09,  ,,,,,,3.0
97487,CoolEthan,2013-11-09,  ,,,,,,3.0
125646,MonDak_Joe1953,2017-11-19,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,arr3388,2017-11-18,  ,4.75,4.5,5.0,4.75,4.75,4.79
125646,Brian1357,2017-11-17,  ,5.0,5.0,5.0,5.0,5.0,5.0
125646,Bammer21,2017-11-16,  ,4.25,4.75,4.5,4.25,4.5,4.52
125646,ford0626,2017-11-16,  ,4.5,4.75,4.75,4.5,4.5,4.66
125646,Sloanerb,2017-11-14,  ,4.25,4.75,4.75,4.5,4.5,4.65
125646,adipilla8708,2017-11-13,  ,5.0,5.0,5.0,5.0,5.0,5.0
125646,Drhall36,2017-11-13,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,Dutchcraftbeergeek,2017-11-12,  ,4.75,4.75,4.75,4.75,4.75,4.75
245263,dcmchew,2016-08-17,  ,,,,,,3.58
195387,Darkmagus82,2015-10-16,"   Served on tap in a pint glass Appearance – The beer pours a deep orange amber color with a two finger head of fizzy white foam. The head has a decent level of retention, fading over time to leave a lighter level of foamy lace on the sides of the glass. Smell – The aroma of the brew is rather strong of pumpkin pie aroma with a strong roasted pumpkin mixed with cinnamon, nutmeg and brown sugar. Along with these smells comes some aromas of a biscuit smell and a little bit of earthy smell. Taste – The taste begins with a rather crisp pumpkin flavor that has a decent sum of roast and spice of nutmeg, cinnamon and allspice along with a little bit of brown sugar and caramel. As the taste moves forward the roast increases a bit with some other light hop flavors of earth and grass coming to the tongue as well. While up to this point there was almost no cream ale taste to the brew, toward the end, the cream really starts to kick it up; mixing with the roasted pumpkin nicely to create a rather pleasant, not too sweet, roasty but smooth pumpkin pie flavor to linger on the tongue. Mouthfeel – The body of the beer is rather thin with a carbonation level that is a bit on the higher side. I would have liked a little more body and a bit less carbonation on this one, which would have complimented the roasted pumpkin flavors nicely. Overall though, it was a decent feel I suppose. Overall- This was a rather nice drinking, non-very sweet, modest abv. pumpkin ale. The touch of cream ale flavor at the end matches the pumpkin flavors nicely and creates a rather pleasant drinker.  ",,,,,,3.85
125646,Dloschiavo,2017-11-12,  ,4.5,4.5,4.75,4.75,4.5,4.63
125646,TedStrosser,2017-11-12,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,hughesm12,2017-11-12,  ,4.75,4.75,5.0,5.0,4.75,4.88
125646,Choppin-Banana,2017-11-11,"   Nice color looking like dark pineapple juice, citrus aromas and sweet peach... nice mouth feel and very hoppy finish, slight aftertaste.... can taste the 8.2 but ever so slightly ... 2-3 might be max at one siting but still great offering  ",4.0,4.0,4.0,3.75,4.0,3.98
125646,palealeale,2017-11-10,   Delicious.,4.5,4.5,4.75,4.75,4.75,4.68
125646,thinwhiteduke,2017-11-10,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,Yanzo,2017-11-10,  ,4.75,4.75,5.0,4.75,4.75,4.85
125646,Treyliff,2017-11-09,"   16oz can poured into a tulip Canned 10/25/17 A- pours a hazy and murky orange-yellow color with a one-finger creamy white head that has good retention S- loads of bright citrus hops on the nose, orange pith, grapefruit zest, tangerine. Also notes of peach skin, passionfruit, mango & melon T- bright orange juice, grapefruit and citrus pith up front, followed by ripe peach, cantaloupe, mango and passionfruit. The finish is juicy and resinous with a hint of pine and pepper, lingers of more citrus juice M- medium body with moderate carbonation leads to a slightly foamy mouthfeel and a dry resinous finish O- juicy and drinkable, loaded with citrus and tropical fruity hops  ",4.25,4.5,4.75,4.5,4.25,4.54
125646,mmenard169,2017-11-08,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,Kcoondawg,2017-11-08,"   Hazy NE IPA golden color. Foamy head that quickly disappears. Juicy explosions at first pour. Smooth taste, little after taste, not too hoppy. Good mouth feel, some creaminess yet too much lingering feel. Overall great offering from TH, easy to drink everyday.  ",4.75,4.5,4.0,4.0,4.5,4.27
125646,Preluderl,2017-11-08,  ,4.5,4.25,4.25,4.25,4.25,4.27
125646,cmukid87,2017-11-07,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,MaximumYuks,2017-11-07,  ,4.75,4.5,4.5,4.5,4.5,4.52
125646,Cpmitchno1,2017-11-05,  ,4.25,4.0,4.5,4.5,4.25,4.32
125646,JonB25,2017-11-04,  ,5.0,4.75,5.0,5.0,5.0,4.94
125646,MustangPauli,2017-11-04,  ,4.75,4.5,4.75,4.5,4.75,4.67
125646,Plissken,2017-11-03,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,bibo_ergo_sum,2017-11-03,  ,4.75,4.25,5.0,5.0,4.75,4.76
125646,moltch,2017-11-03,  ,5.0,4.75,5.0,4.75,4.75,4.87
125646,arusso13,2017-11-03,  ,4.25,4.5,4.75,4.5,4.5,4.59
125646,Eiwatts9,2017-11-01,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,mcsoupman,2017-10-31,"   What a good beer. Crisp clean taste of an IPA without the lingering aftertaste so common with IPAs. The beer felt ""full"" in the mouth without a syrupy or slimy texture. Smell was nice and pleasant with a lite hop/grain aroma.  ",4.5,4.75,4.5,4.25,4.5,4.54
125646,lonestarstate97,2017-10-31,  ,4.5,4.5,4.0,5.0,4.0,4.25
125646,EnthusedAboutBeer,2017-10-31,  ,5.0,4.5,4.75,4.5,4.75,4.68
125646,digboy,2017-10-30,"   Can dated 9/14/17 - about 6 weeks old, which may influence the review (i.e. hop flavor has faded a bit) Pours a very cloudy, vibrant orange-gold color with a 2 finger fluffy head that leaves nice lacing as it dies down. Aroma has fragrant notes of orange and nectarine and some pine, not too strong but very present. As it warms up a little more alcohol comes through on the nose. The taste follows the smell closely with the hop flavor up front giving way to a light maltiness midway through and finishing off with a nice buzz on the tongue with a bit of tartness and residual sweet hop. The flavor has a little white pepper to it as well. The feel is smooth and soft with a little seltzer. It is a little sticky on the lips as well. Clearly a great NEIPA. The tartness is an interesting take on it and definitely works well. There are many other NEIPAs I would be happier to have before this one but I wouldn't kick it out of bed by any measure.  ",4.25,4.25,4.5,4.25,4.25,4.35
84394,KevMo84,2014-05-27,  ,,,,,,3.75
84394,jsilva,2013-04-15,  ,,,,,,3.25
84394,yourefragile,2013-04-05,  ,,,,,,2.5
84394,djre4orm,2012-10-04,  ,,,,,,3.5
97487,twillingthenoz,2013-10-21,  ,,,,,,4.0
92616,UCLABrewN84,2013-05-11,"   On tap at Aftershock Brewing Company in Temecula, CA. Pours a hazy honey orange with a foamy off-white head that settles to a film on top of the beer. A foamy curtain of lace coats the glass on the drink down. Smell is of malt, citrus fruit, citrus zest, and slight tropical aromas. Taste is much the same with citrus zest flavors on the finish. There is a medium amount of hop bitterness on the palate with each sip. This beer has a lower level of carbonation with a slightly crisp mouthfeel. Overall, this is a pretty good beer that smells much better than it tastes.  ",4.0,4.0,3.5,3.5,3.5,3.65
92616,mactrail,2013-04-21,"   This pours a clear dark amber with an auburn cast. Not much of a head in the tall tulip glass, and below average carbonation in general. I am struggling to get much actual smell out of this, but it is powerfully hoppy-fruity in the nose and on the tongue. Rather sweet with a perfumey flavor along with the malt. Intense fruity hop flavor with some candy. Actually, it's really sweet. Dried pineapple and frozen apple juice concentrate. Some roasted malt along with all the caramel. With the right hops this could be an amber Barley Wine. Back of the throat scratchiness. A little woody and rather acidic with all the hops. Plenty of bitterness in the aftertaste. Here's yet another new brewery promising a full line of beers. They list 10 on tap already. From the 22 oz bottle bought at Barons Marketplace on Point Loma Blvd. I wish they would lose the yellow wax dip, but that makes it ""special.""  ",3.25,3.0,3.5,3.0,3.25,3.27
346749,egrandfield,2018-08-24,  ,4.0,4.0,4.25,4.0,4.25,4.15
346749,robotic_being,2018-07-14,  ,3.75,4.0,4.25,4.0,4.0,4.09
346749,pstam87,2018-06-21,  ,4.5,4.25,4.5,4.25,4.5,4.42
346749,Guinnsslvr,2018-06-18,  ,4.0,4.0,3.75,4.0,3.75,3.85
346749,vande,2018-06-17,  ,4.25,4.0,4.25,4.0,4.0,4.12
346749,uncleotis,2018-06-14,  ,4.0,4.0,4.25,4.25,4.25,4.18
346749,RobGWS,2018-06-11,  ,3.75,3.75,4.0,4.25,4.0,3.95
346749,Bammer21,2018-06-11,  ,3.75,3.75,3.75,3.5,3.5,3.68
346749,tastocke,2018-06-08,   Terrific beer. Dank and fruity.,4.5,4.0,4.5,4.25,4.5,4.36
346749,jgunther71,2018-05-29,  ,3.75,3.75,3.75,3.75,3.75,3.75
346749,krome,2018-05-29,  ,3.75,3.75,3.75,3.75,3.75,3.75
346749,Rimbimhoot,2018-05-23,  ,4.25,4.25,4.25,4.25,4.25,4.25
346749,jakea,2018-05-22,  ,4.0,4.0,4.0,4.0,4.0,4.0
58482,MaltyGoodness,2009-07-08,"   12oz. bottle Pours a clear amber color with a small tan head that maintains. Nice lacing on the glass. Sweet bready aroma packed with herbal hops. Very slightly sweet malty and bready flavor upfront. Leads into a bold amount of herbal hops with medium botterness. Finishes fairly clean with a slight lingering bitterness. Tastes very fresh. Medium body, well carbonated. Quite a nice Belgian pale ale. Done well to style and certainly quenched my thirst for just such a beer.  ",4.0,4.0,4.0,4.0,4.0,4.0
58482,SPRichard,2009-07-03,   picked up a single bottle 2 weeks back to try it out....finally got around to drinking it today copper/orange hue...cloudy body....thick white head...a little yeast floating around but it is a bottle conditioned beer so i expected some....nice strong presence of Belgian lacing down the glass floral hops with some citrus scents also...a touch of spiced yeast...fresh baked bread/biscuit Belgian funk...sweet bread....finishes with a mild earthy and pleasant floral hop very smooth carbonation bubbles that tickle the tongue a bit ...nice balance of hops and malt overall over the palate...medium bodied...slight traces of yeast spice and bitter hops on the palate glad i had a chance to give this one a shot...nothing like investing in a 4 or 6 pack of beer to find out you don't like it...i'll be sure to pick up a 4 pack of this on my next trip to the liquor store....always a plus to find a local made beer that is worth coming back too  ,3.0,3.5,4.0,4.0,4.0,3.82
58482,ChainGangGuy,2009-07-03,"   Snatched up a 4-pack of Zotten for $7.49 at Bullock's in Marietta, Georgia. I've typically enjoyed most of the Weyerbacher product I've had, so hopefully this'll hit a home run for me even if I'm not a sick, sick child dying in the hospital. Appearance: Pours out a dark, orange-amber body with a frothy, though somewhat short-lived, bone white head. Smell: Pale malts and light, crisp wheat malt brushed with a light, sweetish caramel sauce. Boldly spicy, zesty scent of fresh-ground pepper along with notes of Dubble Bubble bubblegum and citrus with some pine awakening upon warming. Taste: Pale malts and wheat coming across as a taste of particularly grainy whole wheat (but wholesome) bread. Light touch of sweet caramel glaze. Already there's a zip of peppery spiciness and flavor of bubblegum. Lesser hint of banana. Pinch of Florida orange citrus pith and a few drop of pine resin with a medium-plus amount of hop bitterness. A bit of watercress late in the taste. Dry, earthy, spicy finish. Mouthfeel: Medium-bodied. Medium-plus carbonation. Drinkability: Why, that's generally likable! Plenty of flavors and complexity to keep me fairly well-entertained, but, thankfully, it's easy-going on the overall ABV. I do look forward the three remaining bottles!  ",4.0,4.0,4.0,4.0,4.0,4.0
58482,mikey711,2009-06-30,"   Poured into an oversized wine glass. A bit darker than I expected as it was amber in tint with a thick head that disappeared quickly. It smells very earthy, but still has that bubblegummy sweetness in the nose as well. Also a touch of hop spice. I think i was hoping for a bit more sourness, but this was a good effort. It is earthy and and full of esters. The mouth feel is pretty consistant with th style but it isn't going to replace any imports in this style. Also, there is a bit of a soapiness which was a bit off putting.  ",3.5,4.5,3.5,3.5,3.0,3.64
58482,jwc215,2009-06-29,"   Poured into tulip glass: Pours golden amber with a thin white head that slowly becomes a patch. Some lacing sticks. Nice color, but doesn't have the head retention or lacing that I would expect. THe smell is of a sweet fruitiness and grainy with some yeasty notes. Slight tart notes are mixed in from the fruitiness. The taste is sweet and fruity - hint of bubblegum - that quickly turns to a dry, herbal finish. It it light-bodied. A few more effervescent bubbles would make it more lively, IMO. This is sweet and fruity/grainy turning (almost too quickly) to herbal (aspirin-y) dry. It has a certain character that gives it the ""American attempt at Belgian"". It's fine, for that.  ",3.5,3.5,3.5,3.5,3.5,3.5
58482,GeoffFromSJ,2009-06-29,"   This beer caught me off-guard in how good it was. A pleasant mix of Brett funk and hops. Brett on the nose. The taste is well constructed. Brett up-front. And then a pleasant and non-overwhelming hops bitterness at the end. I highly recommend this, especially for any Orval fans out there.  ",4.0,4.5,4.5,4.0,4.5,4.42
97487,iatethecloudsfor,2013-10-20,  ,,,,,,2.5
144464,edhizdeid,2014-12-16,  ,,,,,,4.0
58482,WVbeergeek,2009-06-27,"   Appears a beautifully clouded copper orange hue with a thick chunky doughnut like cream tinted white head, has some yeast specks floating on board. Lacing is perfect fine Belgian style lacing evenly strong around my glass. Aromatics offer up floral hops with citrus components joining in, mildly spiced yeast notes with fresh baked bread in the biscuit malt department. Very soothing and delicious smelling brew from Weyerbacher. A superb blend of flavors collide with cookie dough like malt and sweet bread layers with yeast spicing the party up a bit. Finishing with mildly earthy, pungently citric, and pleasantly floral hop additions. A bit of undeniable Belgian funk going down brings it all together. A perfect blend of spiced bready hoppy ale sits in my glass very well done the most finesse to come of Dan Weirback in some time. Mouthfeel is so smooth carbonation bubbles to tickle a bit but overall the balance of malt and hops streaks so nicely across the palate, quite the interesting medium bodied Belgian style pale. Leaves traces of yeast spice and bittering hops on the palate, and hop burps will follow and tickle the nose. Drinkability overall kicks ass one of those OMFG beers that inspires me to try as many beers as I can. A case of this is in my near future I have to sit on these and watch them evolve, the best American brewed belgian style pale to cross my palate reminiscent but by no means a copycat of Orval Trappist.  ",5.0,5.0,5.0,5.0,5.0,5.0
58482,OldSchoolGamer,2009-06-25,"   I haven't had a lot of Belgain Pale Ales. I think the last one I had was Leffe Blonde, which I hated. Lets see if Weyerbacher can cange my perception of the style: A: Pours a nice golden straw color. Head is a bright white color, but dissipates rather quickly. Lacing is very minimal. S: Lots of Belgian yeast. Some fruityness. I also get a touch of hops. T: Pretty solid Belgian Pale Ale. First thing you get is the Belgian yeast. There is also some spice in there. Then there is a almost melon-like fruityness. The finish is grassy hops. Not bad. M: Medium to light bodied. Pretty carbonated mouthfeel. Very smooth. D: Decent flavors and mouthfeel. However, I think this is a one and done type of beer. Drinks easily, but not something I could drink a lot of. I was pleasantly surprised with this one. The Belgian character is there, but there is also a unique fruit and hop character that adds to the complexity and enjoyment of the beer. Definetly worth a shot, even if you are not a Belgian Ale fan. Recommended.  ",3.5,3.5,4.0,4.0,3.5,3.75
58482,magnj,2009-06-24,"   a - Somewhat hazy orange body sits below a generous film that developed after an initial 2 finger fluffly white head. s - Spicy Belgian yeast, way more up front than I was expecting, then again I don't know what exactly I was expecting. Inviting and sweet, missing the hops I was expecting but I assume that will come in the taste. t - Delicate hops flavor overshadowed by spicy Belgian yeasties. I was expecting a hop bomb from Weyerbacher but this is not it. That being said, this is a tasty brew. Sweet but not overdone, finishes clean and dry but the complex yeast flavors linger for a while. m/d - Nice and light though still a bit sweet like it's big Belgian Triple brothers. Much more refreshing but I'm still wary, I'm used to this taste having a sneaky alcohol punch to it in the end. Really drinkable, complex and a fun style I have not had much experience with.  ",4.0,4.0,4.0,4.0,4.5,4.1
58482,NiceGuyMike,2009-06-20,"   Dark clear golden hue with a lovely white, fluffy head with almost no lacing. This brew does not have strong smells, but there are some light fruity Belgian fruity sents with rather strong smell of of alcohol. First taste is a generic American Belgian flavor with spicy pepper and bitterness (a bit much too) to follow. A wonderful Bready flavor follows the spice. Oddly the alcohol flavors are well controled. Medium body with some nice effervecance which highlights the pepperiness. I like the breadyness of this beer.  ",3.5,3.0,4.0,3.5,4.0,3.68
58482,fav920,2009-06-20,"   Not a pro with belgian pale ales, but i like this a lot. If you've had Quad by Weyerbacher (which I love), this tastes like a ""Quad Light"". I will buy this again, and paid $7.75 for a 4pk at Jonathon Ron in Brielle, NJ. Another quality beer by Weyerbacher!  ",4.0,4.0,4.0,3.5,4.0,3.95
58482,roan22,2009-06-19,"   Had this on draft at the Devils Den. appearance: nice golden color, very fresh aroma: belgian yeast, fruity sweetness taste: overly sweet, seems like it should be dryer. sweet belgian taste dominates..I do note hops too but they aren't bitter enough to cut the sweetness for me. kind of banana in the finish which turns me off. mouthfeel is alright, except the banana taste! drinkability: no, I'll pass. too sweet for me.  ",4.5,4.0,3.5,3.5,3.0,3.58
58482,BirdFlu,2009-06-19,"   Pours a copper-amber color with foamy off-white head. I was expecting it to be cloudier for some reason, nice head, though. Aroma is bready, citrusy with lemon zest and orange peel, a bit yeasty and certainly tons of banana and clove. So kind of typical. for your spiceir belgian pales.. Taste is pretty much same as aromas, yeasty, spicery with black pepper, etc. I would like it a bit sweeter. Mouth is moderate, fairly spicey with a peppery aftertaste/feel in the back of the throat. Overall its lighter in body and sessionable in that sense. The flavor is a bit off, though, and the spice is a bit much. I would enjoy it more with a bit more sweetness.  ",4.0,4.0,3.0,3.5,3.5,3.45
58482,BigMike,2009-06-19,   Pours a cloudy yellow with pale white fizzy head. Smell is very yeasty and grainy. Some citrus and hops and a touch of floral. Taste is the same. Lot's and lot's of yeasty sweetness. A touch of grapefruit and a slight hoppy finish. Thin mouthfeel. Not overly carbonated. Easy to drink. The thing that gets me about this ine is that it's a session beer that comes in a 4-pack. Good summer brew though. Probably not one i will try again. Not that theres anything wrong with it. This just isn't my favorite style.  ,3.5,3.5,3.5,4.0,4.0,3.65
58482,corby112,2009-06-18,"   Pours a slightly hazy golden orange color with thin foam white head that quickly settles into thin ring that leaves minimal lacing. Crisp light fruit aroma with subtle hops and apple, pear and citrus notes. There's also some nice citrus/lemon zest and peppery spice in the nose. Earthy hop flavor balances out light crisp fruit notes. Hints of apple, citrus peel, lemon zest and other peppery spices. Medium bodied that is smooth and easy drinking with a slightly tart, dry finish.  ",3.0,3.0,3.5,3.0,4.0,3.4
64319,metter98,2013-11-01,"   On-tap at Venice Ale House, Venice, CA A: The beer is clear dark golden yellow in color and has a moderate amount of visible carbonation. It poured with a thin white head that left a large patch of bubbles in the center and a collar around the edge of the glass. S: Light to moderate aromas of nondescript malts are present in the nose. T: The taste is similar to the smell and has flavors of light malts along with slight hints of sweetness. M: It feels just about medium-bodied on the palate and has a moderate amount of carbonation. O: This beer seems a lot more like an American Blonde Ale than a Belgian Pale Ale. I didn't get any bits of Belgian yeast in the smell or taste.  ",3.5,3.5,3.25,3.5,3.25,3.35
64319,kaelingirl,2013-10-17,  ,,,,,,4.0
64319,ablackard,2013-08-26,  ,,,,,,3.5
